system:index,NDII,NDVI,NDWI,date,point_id,.geo
0_0,0.047124665,0.12803772,0.028609227,2024-10-08,25000,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0,0.21769601,0.6277372,0.19946213,2024-10-08,25001,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0,0.34380355,0.83121634,0.29842773,2024-10-08,25002,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_0,0.20815495,0.6384248,0.17150171,2024-10-08,25003,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_0,0.2860681,0.74389684,0.24294156,2024-10-08,25004,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_0,0.2218712,0.5450644,0.14863068,2024-10-08,25005,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_0,0.0579192,0.5549901,0.021355618,2024-10-08,25006,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_0,0.1368197,0.50022674,0.07629738,2024-10-08,25007,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_0,0.14116615,0.56898814,0.09868875,2024-10-08,25008,"{""type"":""MultiPoint"",""coordinates"":[]}"
9_0,0.21684095,0.690671,0.1842935,2024-10-08,25009,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_0,0.2768751,0.7954769,0.24748078,2024-10-08,25011,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_0,0.08064106,0.6087841,0.045178335,2024-10-08,25012,"{""type"":""MultiPoint"",""coordinates"":[]}"
13_0,0.11949685,0.56633663,0.061032865,2024-10-08,25013,"{""type"":""MultiPoint"",""coordinates"":[]}"
14_0,0.3019778,0.7888965,0.28666502,2024-10-08,25014,"{""type"":""MultiPoint"",""coordinates"":[]}"
15_0,0.117144145,0.49304092,0.09208699,2024-10-08,25015,"{""type"":""MultiPoint"",""coordinates"":[]}"
16_0,0.082850866,0.6411483,0.088672884,2024-10-08,25016,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_0,-0.009744779,0.26943645,-0.028031496,2024-10-08,25017,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_0,0.1539254,0.70490646,0.08102059,2024-10-08,25018,"{""type"":""MultiPoint"",""coordinates"":[]}"
20_0,0.16071428,0.6164383,0.11320755,2024-10-08,25020,"{""type"":""MultiPoint"",""coordinates"":[]}"
21_0,0.109208606,0.6073539,0.06876228,2024-10-08,25021,"{""type"":""MultiPoint"",""coordinates"":[]}"
22_0,0.073921025,0.6405464,0.06164224,2024-10-08,25022,"{""type"":""MultiPoint"",""coordinates"":[]}"
23_0,0.35873288,0.7785179,0.31063047,2024-10-08,25023,"{""type"":""MultiPoint"",""coordinates"":[]}"
24_0,0.12349079,0.5775536,0.09472763,2024-10-08,25024,"{""type"":""MultiPoint"",""coordinates"":[]}"
25_0,0.17469658,0.64326376,0.14919432,2024-10-08,25025,"{""type"":""MultiPoint"",""coordinates"":[]}"
26_0,-0.012662874,0.45617172,-0.060949817,2024-10-08,25026,"{""type"":""MultiPoint"",""coordinates"":[]}"
27_0,0.18188459,0.5587334,0.15343915,2024-10-08,25027,"{""type"":""MultiPoint"",""coordinates"":[]}"
29_0,0.018589322,0.20641151,-0.004588394,2024-10-08,25029,"{""type"":""MultiPoint"",""coordinates"":[]}"
30_0,0.17416239,0.6615874,0.14352794,2024-10-08,25030,"{""type"":""MultiPoint"",""coordinates"":[]}"
33_0,0.0978309,0.5196564,0.060396496,2024-10-08,25033,"{""type"":""MultiPoint"",""coordinates"":[]}"
